,title,num_comments,link,text,comments,toxicity,fem,masc,eng_title,eng_comments
122,"Водитель такси, взятого возле аэропорта Ташкента, ограбил пассажира и пытался его задушить",3,https://uznews.uz/posts/30352,"8 января в Яшнабадское районное ОВД столицы обратился 34-летний мужчина, который сообщил, что в 09:30 этого же дня на него напали и ограбили . У ташкентского аэропорта пострадавший сел в автомобиль Lacetti, водитель которого обещал довезти его до так называемого «пятака», откуда пассажиры берут такси в долину. Однако, доехав до автостоянки на улице ТКАД в Яшнабадском районе столицы водитель вместе с пассажиром, находившимся в салоне автомобиля, напал на мужчину, вытолкнул его из салона. После применив к нему удушающий прием, злоумышленники забрали у потерпевшего 800 долларов. В ходе оперативных мероприятий сотрудники правоохранительных органов установили личности нападавших. Ими оказались 41-летний житель Ташкента и 36-летний уроженец Ташкентской области. Против них возбуждено уголовное дело по пункту «в» части 2 статьи 166 (Грабеж) Уголовного кодекса. Злоумышленников задержали в процессуальном порядке. ","['Как-будто опять 90-е возвращаются.', 'Дебилы,на что надеялись думали,что их не найдут?', 'Нужно покончить с частным извозом. В аэропорту таксисты взымают плату в 5ом размере.. Не знающие люди платят. Гаи стоят и ни чего не видят, хотя они стоят под знакам стоянка запрещена, коррупция.']","[0.6630425, 0.33695754]",0,2,"The taxi driver, taken near Tashkent airport, robbed a passenger and tried to strangle him.",'It's like the '90s are coming back again.' 'Cause the morons thought they wouldn't be found. 'You have to stop the private hauling.
123,В Узбекистан экстрадировали одного из участников февральского теракта 1999 года,3,https://uznews.uz/posts/30322,"Гражданин У.С., находившийся в розыске на протяжении 23 лет за совершение преступлений на территории Узбекистана, был арестован за границей и экстрадирован в республику. Об этом сообщает УзА. Мужчину задержали в ходе оперативно-розыскных мероприятий, проведенных сотрудниками службы государственной безопасности Узбекистана совместно с иностранными спецслужбами. Гражданин У.С. родился в Ташкентской области в 1967 году. Пройдя боевую подготовку в Чечне в 1998 году, он принял участие в террористических актах, совершенных 16 февраля 1999 года в Ташкенте, а в марте того же года уехал за границу. Кроме того, он участвовал в отправке членов террористической организации «Исламское движение Туркестана» в лагеря подготовки боевиков, образованные террористом Хаттабом в Чечне. Отмечается, что в ноябре 2001 года на основании поддельных документов, оформленных на имя постороннего лица, У.С. получил гражданство одного из государств СНГ и скрывался на территории этой страны. В настоящее время по данному факту ведется следствие. ","['Сдаётся в России этот У.С. получил гражданство и жил.', 'Дворником поди работал.']","[0.98345584, 0.01654412]",0,1,One of the participants in the February 1999 terrorist attack was extradited to Uzbekistan,'This W.S. has acquired citizenship and lived in Russia.' 'The courtman has worked.']
124,В одном из домов в Ташкентской области пресекли проведение петушиных боев,5,https://uznews.uz/posts/30289,"По информации Следственного департамента при МВД, 9 января в ходе мероприятия, проведенного сотрудниками ОВД Юкоричирчикского района Ташкентской области был задержан гражданин, который незаконно проводил петушиный бой на территории своего дома. Выяснилось, что 40-летний А.Г. организовал петушиный бой в махалле «Истиклол», на котором собралось около 100 человек. В качестве вещественных доказательств у задержанного изъяли 300 тыс. сумов и семь петухов.По данному факту в отношении гражданина А.Г. возбуждено уголовное дело по ч. 1 ст. 278 УК РУз (Организация и проведение азартных и других основанных на риске игр), ведутся следственные действия. ","['Тут больше жестокое обращение с животными идет... А деньги могут быть и зарплатой, или на них написано, что это ставка на петуха?', 'Петухи худые какие-то.', 'Изъяли 7 петухов и деньги. Деньги понятное дело пропьют, а что будет  с петухами..']","[0.44629112, 0.55370885]",0,0,"In one of the houses in Tashkent province, cockfights","And the money can be a salary, or it says it's a bet on a rooster?"
125,"В России задержан узбекистанец, примкнувший к террористической группировке",7,https://uznews.uz/posts/30280,"Член террористической группировки «Катибат аль-таухид валь-джихад», 34-летний уроженец Сурхандарьинской области Ж.Х. был задержан сотрудниками Службы государственной безопасности. В 2016–2021 годах он находился в Краснодарском крае в качестве трудового мигранта. В этот период он взаимодействовал с членами террористической группировки через социальные сети. После гражданин Ж.Х. стал распространять материалы религиозного характера среди своих близких и знакомых. Гражданин Ж.Х. был задержан сотрудниками СГБ и российскими правоохранительными органами при попытке выехать в Сирию для присоединения к боевикам и доставлен в Узбекистан. В рамках возбужденного уголовного дела проводятся следственные действия. ","['Мешок на башку, утюг на задницу, и поговорить, по душам...', 'А утюг то зачем?', 'Для того, чтоб память освежить.\r\nА то будет плакать, и кечирасиз повторять.', 'в наше время надо всех с бородами до яиц проверять на предмет радикальных идей.']","[0.52175945, 0.47824055]",0,2,"In Russia, a Uzbek who joined a terrorist group was detained","'Cause I'm gonna freshen up. 'Cause I'm gonna cry, and I'm gonna say it again.' 'Cause we're gonna have to check everybody's beards to the balls for radical ideas.'"
126,В ручье в Ангрене нашли замерзшее тело мужчины,6,https://uznews.uz/posts/30274,"10 января в ручье, протекающем на территории зоны отдыха в МСГ «Лашкарак» в Ангрене, было найдено тело 70-летнего мужчины. Об этом сообщил пресс-секретарь Генеральной прокуратуры Хаёт Шамсутдинов. На место происшествия прибыли заместитель прокурора города, старший следователь городской прокуратуры, начальник городского ОВД и оперативники. По предварительной информации, смерть мужчины наступила в результате переохлаждения, отека головного мозга и легких, острой сердечно-сосудистой и дыхательной недостаточности под воздействием низких температур. В настоящее время городская прокуратура расследует дело. ","['Помню как-то поехали в Ангрен в начале июля. В Ташкенте жара стояла +45,  а в Ангрен приезжаем там 38. Поднимаемся выше к Дукенту и Янгиабаду, там 36и 34 соответственно. Не удивительно, что мужик замерз, там зимой реально холодно.', '😔😔😔']","[0.60534143, 0.3946586]",0,1,A man's frozen body was found in a creek in Angren.,"'I remember going to Angren in early July, and there was a heat of +45 in Tashkent, and there's 38 in Angren, going up to Ducent and Yangiabad, and there's 36 and 34 respectively, and it's no wonder that the man's cold, it's really cold in winter.' ', 'oh']"
127,В Джизаке задержаны граждане за изготовление и сбыт поддельных дипломов,3,https://uznews.uz/posts/30265,"По информации УВД Джизакской области, житель МСГ «Акбулак» Пахтакорского района был задержан с вещественными доказательствами при получении от гражданина $400 и передаче ему обещанного диплома. Выяснилось, что задержанный купил диплом за $300 долларов у знакомого – директора средней школы Пахтакорского района, который в свою очередь купил диплом у заместителя директора профессиональной школы в этом районе за $200. В ходе следствия было установлено, что житель МСГ «Заргарлик» города Джизака изготавливал поддельные дипломы и приложения, ставил на них печати и подписи. По месту жительства данного лица были изъяты компьютер и принтер. ","['А что за дипломы он подделывал то? Государственного  Университета Пахтакорского Района?))', 'Первый купил за $200 и продал за $300 второму, а тот не будь дураком решил еще $100 накинуть. А будь в этой цепочке еще люди, то диплом оказался бы золотым))']","[0.98997855, 0.010021532]",0,1,"In Jizak, citizens are detained for producing and selling forged diplomas",What kind of diploma did he fake? State University of Pakhtakor District?
128,Тело пропавшего без вести таксиста нашли в багажнике его автомобиля,4,https://uznews.uz/posts/30248,"В УВД Андижанской области обратилась женщина, сообщив, что ее 30-летний сын, работающий таксистом, пропал без вести. Сотрудники правоохранительных органов выяснили, что 7 января, примерно в 17:55, на автостоянке в Шахриханском районе Андижанской области таксист получил от некоего гражданина $11650, которые должен был передать в Ташкенте. После этого он вместе с 3 пассажирами выехал в столицу на своем автомобиле Cobalt и пропал без вести. Предполагая, что таксист мог стать жертвой убийства, 9 января прокуратура Шахриханского района возбудила уголовное дело по статье 97 (Умышленное убийство) Уголовного кодекса. Следственные мероприятия продолжились в столице. Сообщается, что к расследованию этого инцидента были привлечены квалифицированные оперативные сотрудники. В результате оперативно-розыскных мероприятий 9 января на автостоянке в Яшнабадском районе столицы в багажнике Cobalt был найден труп молодого человека с признаками насильственной смерти. Выяснилось, что таксист скончался 8 января. По горячим следам в Коканде задержали троих подозреваемых в убийстве таксиста. Расследованием занимается прокуратура Андижанской области. ","['Им надо дать пожизненный срок , всем', 'Душегубов в тюрьму и на долго, лучше навсегда...', 'Однозначно подставили ,бедняга 😢', 'Подставили парня.']","[0.292751, 0.70724905]",0,1,The body of a missing taxi driver was found in the trunk of his car.,"'They must be given a life sentence, all ', 'the soulguards to prison and for a long time, better forever...' ','saidly set up, poor man,' set up the boy.']"
129,"В Навои вынесен приговор женщине, зарубившей топором супруга",14,https://uznews.uz/posts/30240,"В Навоийской области вынесли приговор женщине, которая убила спящего супруга. Согласно материалам уголовного дела, этот вопиющий случай произошел 1 августа 2021 году в Навбахорском районе. Накануне супруги поссорились, после в порыве ярости мать двоих детей взяла топор и 13 раз ударила им спящего мужа.. Сообщается, что в момент убийства рядом с мужем спал их несовершеннолетний сын, которого обрызгало кровью. Умыв ребенка, женщина подожгла дом вместе с трупом мужа и ушла с детьми в родительский дом. В зале суда женщина попросила снисхождения, раскаявшись и признавшись, что любила супруга. Суд признал ее виновной и приговорил к 16 годам лишения свободы. ","['Погубила себе жизнь. А убивать это большой грех , как теперь ей жить. Страшный и глупый поступок', 'А не проще было забрать детей и уйти.', 'Мужа любила и 13 раз топором....а если бы не любила?', 'Бьёт значит любит!', 'За что?', 'За то что убила, а что ты думала? Её похвалят и отпустят? Пух земли что-ли она?', 'За все хорошее']","[0.49615875, 0.5038413]",2,0,"In Navoi, a woman was sentenced to death by an axe of her husband","It's a big sin to kill yourself, like she's living now, a scary and stupid thing to do, and it wasn't easy to take the kids and leave. 'The husband loved them 13 times with an ax.' And if she didn't love her, 'beat means she does!', 'for what?' 'For what? For what did you think?"
130,"Вынесен приговор молодому человеку, убившему 21-летнего тиктокера из-за 150 тыс. сумов",3,https://uznews.uz/posts/30223,"Сообщается, что данный инцидент произошел 5 августа прошлого года в Чустском районе Наманганской области. Подсудимый М.Ш. открыл свои страницы в YouTube, Instagram и TikTok и попросил своего знакомого 21-летнего Р.А. увеличить количество подписчиков в Instagram за 150 тыс. сумов. Однако в ходе разговора между ними возник конфликт на почве денег. М.Ш. встретился с Р.А. у его дома, где нанес ему ножевые ранения. От полученных травм Р.А. скончался в больнице. Изучив материалы дела, суд в начале января вынес приговор, согласно которому гражданин М.Ш. был признан виновным в совершении преступления, предусмотренного п. «и» ч.2 ст. 97 УК РУз (Умышленное убийство из корыстных побуждений) и приговорен к 17 годам лишения свободы. ","['И это вы считаете новостью? 🗿', 'У тик токеров жизнь не легкая и опасная.', 'Да чё такие лютые суды, умышленное тяжкое, повлекшее смерть хотя бы...']","[0.5690984, 0.43090162]",0,1,"Sentence passed on a young man who killed a 21-year-old ticker for 150,000 sum.","'And that's what you think is news?' 'Tik Tocker lives aren't easy and dangerous.' 'Why such harsh trials, deliberate heavy, causing death at least...']"
131,Группа молодых людей устроила разбойное нападение на дом одинокой женщины,6,https://uznews.uz/posts/29368,"5 января, примерно в 21:30, в Фуркатском районе Ферганской области трое неизвестных в масках ворвались в дом к женщине. Нападавшие угрожая хозяйке дома и её несовершеннолетней дочери кухонным ножом, применили к ним физическую силу, замотали пострадавшим руки и ноги скотчем, заклеили им рот. После злоумышленники забрали из дома женщины золотые украшения стоимостью в 3 млн сумов и пытались скрыться с места преступления. Однако их задержали сотрудники районного ОВД. По данному факту против преступной группы возбуждено уголовное дело по пункту “в” части 3 статьи 164 (Разбой) Уголовного кодекса. ","['Konstantin Nikiforov. Три лимона, это шесть моих пенсий, полгода нищенской жизни, это не столичные зарплаты и пенсии, это в областях. Оттуда и все то зло, что от вас к нам размещается. Старикам помойка, молодым миллионеры с миллиардерами. Они знают, кого будут грабить первыми.', '3 млн сум и разбойное нападение? Это недоумки, они вряд ли одумаются! ', 'Т.е. до сих пор милиция не может разобраться, кто они такие?', ' Проездом из Алма-аты', 'Надо нам котрразбойные меры принимать! ']","[0.72633374, 0.27366632]",1,1,A group of young men raided a single woman's house.,"'Konstantin Nikiforov. Three lemons, these are my six pensions, six months of poverty, it's not capital wages and pensions, it's in the regions. It's from there and all the evils that come from you. The old people are trashed, young millionaires and billionaires. They know who they're gonna rob first.' ', '3 million sum and robbery? '"
132,Банковский служащий похитил с карты гражданина 45 млн сумов,4,https://uznews.uz/posts/29578,"В УВД Наманганской области обратился 54-летний житель Чустского района. Мужчина сообщил, что с его банковской карты неизвестный снял 45 млн 600 тыс. сумов. Сообщается, что карта была оформлена в АКБ «Агробанк». В ходе оперативно-розыскных и дознавательных мероприятий сотрудники правоохранительных органов установили, что денежные средства со счета банковской карты пострадавшего похитил 31-летний банковский служащий, который является жителем Янгикурганского района. По данному факту возбуждено уголовное дело по части 3 статьи 169 (Кража) Уголовного кодекса. Ведется следствие. ","['Соседи грабят банки, а ему нельзя что-ли..', 'Тварь', 'Вот так доверять банку !']","[0.64484906, 0.3551509]",0,2,A bank employee stole 45 million sum from a citizen's card.,"'The neighbors rob banks, and he can't do anything.' 'The creature', 'Here's the way to trust the bank!'"
133,Мужчине едва не отрубили голову на дехканском рынке в Самарканде,11,https://uznews.uz/posts/29237,"Инцидент произошел 31 декабря на дехканском рынке в Ургутском районе Самаркандской области. 30-летний мужчина напал на соседа, ударив его два раза в область головы и шеи топором. Ранее между мужчинами произошел конфликт. Об этом сообщил пресс-секретарь Генеральной прокуратуры Хаёт Шамсутдинов. Пострадавшего госпитализировали, однако, несмотря на оказанную медицинскую помощь, 3 января он скончался. По данному факту возбуждено уголовное дело по части 1 статьи 97 (Умышленное убийство) Уголовного кодекса. Ведется следствие. ","['В ташкенте нещеты нету приежайте . тут все живу в достатке.', 'SL. Вот например я, много учился, чтобы получать мизерную зарплату, а теперь учусь, чтобы получать мизерную пенсию. Зато я знаю, что ничего не знаю, но другие не знают, даже этого.', '3 500$ в США - это ничто.', 'Несколько комментаторов натягивают сову на глобус. Ну, или путают палец с задницей.', 'Вроде 21 век, а такое впечатление, что время повернуло вспять к средневековью.', 'Зачем об этом писать... Просто надо адекватно преступлениям наказывать и уже потом сообщать народу... Везде какой-то самосуд... ', 'Зачем нищету плодят? Зачем столько детей рожать, если ты не в состоянии их накормить,одеть,обуть, обучить? ', 'Olim Milo правда,народ нищает,вышестоящие богатеют,жиром захлёбываются за счёт бедного народа к сожалению', 'Не тигр,человек царь Зверей.', 'Тотальное отупение,деградация и озверение кругом..Кто бы чтони говорил,основная причина этого в итоге - нищета.']","[0.6258448, 0.37415522]",0,1,The man almost cut his head off at the dekhkan market in Samarkand.,"I've learned a lot to get a penny's salary, but now I know that I don't know anything about it, even that. ',' $3,500 in the United States is nothing. 'Why do a few commentators put a owl on the globe? 'Well, or confuse a finger with an ass.' 'It seems like the 21st century, and it seems that time has turned back to the Middle Ages.' 'Why write about it... 'Why do you just have to adequately punish and then tell the people... 'there's some lycée...', 'Why do you have to bear so many children if you can't feed them, dress them, teach them? '"
134,Пятеро парней взломали и ограбили банкомат «Пойтахт банка»,12,https://uznews.uz/posts/28931,"Группа неизвестных в масках и перчатках, вооружившись гвоздодером, отверткой и другими приспособлениями, взломала один из банкоматов, принадлежащих АО «Пойтахт банк», расположенный в центре города Нурафшан. По данным ГУВД Ташкентской области, ограбление произошло 11 декабря в 02:30 ночи. Злоумышленники забрали из ячеек банкомата 19 млн 433 тыс. сумов и скрылись с места происшествия. Сообщается, что в банкомате находилось еще 180 млн сумов. Однако их молодые люди по неизвестным причинам не забрали. Спустя несколько дней оперативники задержали злоумышленников, проживающих в  Уртачирчикском и Бектемирском районах и городе Нурафшане. Сообщается, что возраст молодых людей не превышает 25 лет. Во время предварительного следствия сотрудники правоохранительных органов установили, что 13 декабря, через 2 дня после взлома банкомата, злоумышленники взломали в Нурафшане  еще и платежный терминал «Paynet». Однако похитить деньги им не удалось. Против группы возбуждено уголовное дело по части 3 статьи 169 (Кража), а также статьи 25 (Приготовление к преступлению и покушение на преступление) Уголовного кодекса. ","['С какой целью им затирают лица? А депутатшу, что левым мужиком кувыркалась, без всяких затираний показали.', 'Благосостояние народа значение не имеет, всегда были и будут уе-ща, которые считают себя умнее и хитрее остальных. Свои 20 млн они отработают на зоне многократно, не считая штрафов', 'юрик, мне абсолютно паралельно, кто ты и что ты! Но судя по твоим сопливым пасквилям-ты явно дефективный! С такими дискуссии вести-себя не уважать!🖕', 'С огромным удовольствием, тыквы этим уродам монтировкой разбил бы, если такая возможность появится! А те слюнтяи, которые из себя строят мыслителей, пусть идут на хер! ', 'Ограбленная юность, пытается вернуть своё, наивно, но как научили старшие миллиардеры, - воры и мошенники.', 'А вы задавались вопросом, почему люди идут на преступление из-за денег?\r\nМожет проблема не в них? У узбеков терпение колоссальное!\r\nНе да Бог придет конец!', 'Ещё чуть чуть и с таким правлением с такими законами за купюры убивать будем. Казахи лучшие сразу показали где из место а тут только лаять умеют да лайки ставить . Достойные почти все покинули эту страну', 'Не такие уж большие деньги 😆']","[0.4589072, 0.5410928]",0,1,Five guys were hacked and robbed by the Poitaht Bank ATM.,"'The state of the people doesn't matter, has always been, and will be, things that think they're smarter and trickier than the others. 'The 20 million of them will work in the zone many times, not counting the fines.' 'Jurik, I'm completely paralyzed, who you are and what you are! 'But judging by your snotty paste-you are clearly defective! 'With such a debate, you've always been and will not respect yourself!' 'It would be with great pleasure, 'you'll smash these freaks if you can. 'And those slutches who create thinkers, let them go on the dick!' '' 'Obstructed youth, 'trying to return theirs, naively, but as the older billionaires have taught you, the thieves and the wieners.' 'And you're wondering why people come on the crime of God for that kind of money?"
135,"В Ташкенте задержали 21-летнего парня, распространившего в Telegram интимные фотографии девушки",16,https://uznews.uz/posts/28846,"Во время интернет-мониторинга, проведенного Центром кибербезопасности МВД, выяснилось, что 1 ноября 2021 года неизвестный опубликовал фотографии гражданки Х.И. на Telegram-канале, распространяющем непристойные изображения девушек. Сообщается, что фотографии Х.И. злоумышленник выложил в соцсеть интимного характера. Сотрудники правоохранительных органов установили, что к данному преступлению причастен 21-летний Г.А., временно проживающий в Мирабадском районе Ташкента. Молодой человек познакомился с Х.И. через соцсети. Получив ее фотографии, он изменил их с помощью специальных приложений, придав им непристойный вид и, несмотря на претензии Х.И., намеренно выложил их в Telegram-канал. В ходе оперативного мероприятия у злоумышленника изъяли его телефон в качестве вещественного доказательства. По данному факту в отношении Г.А. возбуждено уголовное дело по части 2 статьи 140 (Оскорбление) Уголовного кодекса. Ведется следствие. ","['То что он подлец и недомужик это 💯 % . А то , что девушка далеко не святая,тоже понятно. Ни у моей дочери,ни у невестки ,ни у многих многих из подруг и в голове нет ,чтобы сниматься голыми,а потом отправлять эти фото «озабоченным»,тешущим своё воображение в так называемых «интимных фото». Порядочные девушки этим не занимаются. Противно….\r\n', 'Почему бы не опубликовать его фото и имя, чтобы ему подобные знали, какой позор их ожидает? А то одни инициалы и картинка в клеточку. Девушкам тоже нужно быть более скромными и предусмотрительными.  ', 'Ahtam Sidikov. Вы не совсем правы уважаемый. Мне недавно скинули ссылку на этот замечательный ресурс и я пока только обживаюсь и учусь у умных людей, таких, как джаноб Рустам из Бухары.', 'Уважаемый Alex_Winter,я думаю вы прописаны и проживаете на этом сайте, как Фигаро тут Фигаро там', 'Тухта! Ким бу? Бу Ким!', 'Мён Ук Ким, дурак ты просто. кто сказал что патриархат сводится к свисткам девушкам на улице? как раз в нормальном патриархальном обществе такое не встречается.', 'ой блин, народ, для того чтобы закрасить белым ник фотошоп не нужен. это с успехом делается в пайнте обычном. сделать скриншот экрана на смартфоне, полученную картинку передать на комп и там обработать в пайнте, делов то. но я лично надеюсь что до такой степени подлога мвдшники не опустились.', 'Мён Ук Ким, писец смешной дурачок))', 'Тимур Норматов, Agzam Hafizov, Рашид, Карим Каримов. Наверное вы из разряда тех «парней» которые свистят девушкам  на встречу и вы сторонники патриархата. Надо уважать людей всех людей и людей другого пола тоже. Хорошо что эту новость подали огласке. Надеюсь после этой новости «крутые пацаны» начнут думать прежде чем  что-то делать незаконное…', 'Холмс вы говорите что это фотошоп ? Доктор Ватсон неужели ВЫ тоже не замечали ,  то  что это переписка сделано всего то за десять  минут? Доктор Ватсон посмотрите еще одень изюменка  ... тот кто делал эту фотошоп , не как не может отвергнут что это фотошоп ... . Посмотрите внимательно ..']","[0.35688752, 0.64311254]",1,2,"In Tashkent, a 21-year-old boy was detained who distributed intimate photos of a girl to Telegram.","'Cause my daughter-in-law doesn't have a lot of friends, and he doesn't have a lot of them, and he doesn't have a lot of them in his head to shoot naked, and then send these pictures to the naked, and you'll have to be more modest and considerate.' 'Ahm Sidikov. You're not quite right. I recently lost reference to this wonderful resource, and I'm just living and learning from smart people like Janob Rustam!"
136,При получении взятки в $128 тыс. задержан ведущий специалист хокимията,6,https://uznews.uz/posts/29236,"Сотрудники СГБ и Департамента Генпрокуратуры задержали ведущего специалиста хокимията города Бекабада, сообщает УзА. Выяснилось, что представитель хокимията заручился доверием другого гражданина и пообещал помочь ему вместе с ранее судимым родственником при выделении в городе 1 га земли и приватизации здания дошкольного образовательного учреждения. Чиновник был задержан при получении от гражданина $128 тыс. По данному факту возбуждено уголовное дело по соответствующим статьям Уголовного кодекса, ведется следствие. ","['Без имени, не год коррупционеров и дебилов, а уже четвёртое десятилетие. К названию этих десятилетий смело можно добавить лицемерие, хамство наглость чиновников всех уровней. А у народа - очередной год похуизма. Народ с открытым ртом наблюдает, как его превращают в бессловесное рабское животное. Кредиты, которые нахватали эти господа сверху, приносят баснословное обогащение тех, кто в стае шакалов и опять же баснословное обнищание простолюдинов, то бишь овец. Пока народ будет блеять по овечьи, его так и будут каждый раз приносить в жертву. Это аксиома.', 'Дмитрий. Фото купюр есть и это достаточно.', 'Пойиали маленькую рыбку в море коррупции, скорее это был как всегда исполнитель, а главные коррупционеры - их руководители, снова выходят сухими из воды.', 'Ведущий специалист хокимията в чем? Наплодили всяких ставок, а те сидят ждут премий, повышений, профсоюзных льгот.\r\nТак его на нары вместе с родственником.', 'Прикольно то что именно 128тыс баксов а не 100/120/130/150)) типо взятку врятли попросят не круглой суммой) или пару тысяч пропали в ходе расследования или взяточник чётко рассчитал свою и чужие доли)) ']","[0.78575724, 0.21424279]",0,1,"On receipt of a bribe of $128,000, a leading hokimiyat specialist is detained.","And to the name of these decades you can add hypocrisy, the majesty of officials at all levels; and among the people is another year of hoarseism. A people with an open mouth watches as they are turned into a wordless slave animal. 'Dmitry, the loan that these gentlemen have taken from above is enough.', 'Poyed a small fish in the sea of corruption, it was more like always the performer, and the chief corrupters are their leaders, come out of the water again.', 'the master of the hokimimist is in what? 'It's only the man in charge of all the odds,"
137,"Женщину, пытавшуюся продать новорождённую дочь, приговорили к 5 годам лишения свободы",6,https://uznews.uz/posts/29279,"Сырдарьинский суд вынес приговор женщине, которая пыталась продать новорождённого малыша за $5 тыс. Напомним , что в октябре текущего года в Сырдарье во время получения денег за ребёнка задержали уроженку Кашкадарьи. Во время судебного разбирательства женщина призналась, что пыталась продать свою дочь, которую назвала Рузихон, из-за материальных затруднений. Сообщается, что она ушла из дома и вела разгульный образ жизни, в результате которого на свет появилась маленькая Рузихон. Девочку передали в органы опеки, а ее мать приговорили к 5 годам лишения свободы. ","['Суки пидары, меру джизака дали 7 лет за миллиарды и ещё хер его знат сколирых он замачил, а нуждающемуся дали 5лет, нет гуманизма. ', 'Рустама плющит...полный аллес капут', 'Женщину устроили, с голоду не умрет, малышка теперь, тоже не пропадет. Их, обоих, обокрали миллиардеры, воры и мошенники, легализованные ворами и мошенниками под себя. Думаю полно таких продаж, о которых не пишут. Назревают авантюристы покрупнее, типа ваксеров, заинтересованные, как и глава российского роспотребнадзора, с родственниками, сделать гешефт на народной беде, дикого рынка воров и мошенников...', 'Все чаще про это писать стали. Страна стремительно скатывается к уровню Бангладеш.', 'Ой какая лапочка, малютка, как так можно , попала бы в не хорошие руки на органы бы растерзали😭😭😭', 'Дремучее средневековье']","[0.5187481, 0.48125187]",2,0,A woman who tried to sell a newborn daughter was sentenced to 5 years &apos; imprisonment,"'Boys of the pussy, the measure of the jizac has been given seven years in billions, and the cock of his sculptors he has done, and the needy has been given five years, there is no humanity.' 'Rustama is ploughing... the full allies of cabut', 'women have arranged, with hunger will not die, the baby will not be lost either. 'They have both been robbed by billionaires, thieves and fraudsters legalized by thieves and crooks under their cover. 'I think there are a lot of sales that they don't write about. 'What kind of adventurers, like vaxers, are interested in, like the head of Russia's prowesssight, with relatives, to make gesheft on the people's trouble, the wild market of thieves and crooks...', 'they have become more likely to write about it. 'The country is rapidly falling to Bangladesh's level.', 'Oh, what kind of foot, little, how you can get into the wrong hands on the middle organss organs of the middle"
